source_dependency_id,workflow_id,source_kind,source_occurrence_id,source_node_id,source_graphml_id,source_label,source_semantic_role,source_anchor_iri,target_occurrence_id,target_node_id,target_graphml_id,target_label,target_semantic_role,target_anchor_iri,source_description,projection_outcome,projection_pattern,semantic_predicates,semantic_edge_ids,semantic_direction,confidence,review_status,rationale 
cea-mea-model-europium-2d::e226,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n126,n126,n126,Simulation of single phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-single-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n27,n27,n27,MPL tortuosity,Property,https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e226::6fd04d2050; semantic::cea-mea-model-europium-2d::e226::0a1cefa0c9,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e227,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n126,n126,n126,Simulation of single phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-single-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n29,n29,n29,GDL substrate porosity,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e227::1715e57e4e; semantic::cea-mea-model-europium-2d::e227::06019d7bde,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e228,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n126,n126,n126,Simulation of single phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-single-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n30,n30,n30,MPL porosity,Parameter,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPorosity,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::cea-mea-model-europium-2d::e228::9d6ed98bcf,same_as_source,rule_curated,classified,Target parameter describes the activity.
cea-mea-model-europium-2d::e229,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n126,n126,n126,Simulation of single phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-single-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n32,n32,n32,GDL substrate average pore radius,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-average-pore-radius-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e229::cd3698d74a; semantic::cea-mea-model-europium-2d::e229::261a070012,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e230,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n126,n126,n126,Simulation of single phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-single-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n33,n33,n33,MPL average pore radius,Property,https://w3id.org/h2kg/decode/workflow/anchor/mpl-average-pore-radius-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e230::8159a189ec; semantic::cea-mea-model-europium-2d::e230::564b9a62dc,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e231,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n14,n14,n14,GDL substrate in-plane thermal conductivity,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-thermal-conductivity-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e231::54b96d9901; semantic::cea-mea-model-europium-2d::e231::ae61b72284,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e232,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n15,n15,n15,GDL substrate through-plane thermal conductivity,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-thermal-conductivity-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e232::415e4e92e3; semantic::cea-mea-model-europium-2d::e232::1feab19bfc,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e233,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n16,n16,n16,MPL thermal conductivity,Property,https://w3id.org/h2kg/decode/workflow/anchor/mpl-thermal-conductivity-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e233::115d9b7a0e; semantic::cea-mea-model-europium-2d::e233::173db50e26,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e234,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n18,n18,n18,GDL substrate in-plane permeability,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e234::eab3b900e6; semantic::cea-mea-model-europium-2d::e234::0c538928fb,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e235,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n19,n19,n19,GDL substrate through-plane permeability,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e235::78746ed267; semantic::cea-mea-model-europium-2d::e235::56f4d91f46,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e236,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n20,n20,n20,MPL permeability,Parameter,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPermeability,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::cea-mea-model-europium-2d::e236::cfd0a53d0a,same_as_source,rule_curated,classified,Target parameter describes the activity.
cea-mea-model-europium-2d::e237,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n22,n22,n22,GDL substrate effective water permeability,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-effective-water-permeability-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e237::f1d2da4180; semantic::cea-mea-model-europium-2d::e237::f5370fb2c4,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e238,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n23,n23,n23,MPL effective water permeability,Property,https://w3id.org/h2kg/decode/workflow/anchor/mpl-effective-water-permeability-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e238::8d9b62b78a; semantic::cea-mea-model-europium-2d::e238::ab4ac07799,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e239,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n25,n25,n25,GDL substrate in-plane tortuosity,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-tortuosity-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e239::4b0684116a; semantic::cea-mea-model-europium-2d::e239::3d9612a2c1,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e240,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n26,n26,n26,GDL substrate through-plane tortuosity,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e240::625d62f628; semantic::cea-mea-model-europium-2d::e240::dafd9d2525,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e241,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n27,n27,n27,MPL tortuosity,Property,https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e241::8c68528093; semantic::cea-mea-model-europium-2d::e241::0a1cefa0c9,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e242,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n32,n32,n32,GDL substrate average pore radius,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-average-pore-radius-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e242::c5809a7362; semantic::cea-mea-model-europium-2d::e242::261a070012,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e243,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n33,n33,n33,MPL average pore radius,Property,https://w3id.org/h2kg/decode/workflow/anchor/mpl-average-pore-radius-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::cea-mea-model-europium-2d::e243::687eca74f6; semantic::cea-mea-model-europium-2d::e243::564b9a62dc,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
cea-mea-model-europium-2d::e244,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n35,n35,n35,GDL substrate water retention curve,Data,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::cea-mea-model-europium-2d::e244::62fdc4e77b,same_as_source,rule_curated,classified,Activity produces the target data.
cea-mea-model-europium-2d::e245,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n127,n127,n127,Simulation of two phase 3D apparent properties,Process,https://w3id.org/h2kg/decode/workflow/anchor/simulation-of-two-phase-3d-apparent-properties-model,cea-mea-model-europium-2d::n36,n36,n36,MPL water retention curve,Data,https://w3id.org/h2kg/decode/workflow/anchor/mpl-water-retention-curve-component,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::cea-mea-model-europium-2d::e245::8b8dab39fd,same_as_source,rule_curated,classified,Activity produces the target data.
cea-mea-model-europium-2d::e246,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n128,n128,n128,Current modulated hydrogen flow-rate spectroscopy (CH2S),Parameter,https://w3id.org/h2kg/decode/workflow/anchor/current-modulated-hydrogen-flow-rate-spectroscopy-ch2s-method,cea-mea-model-europium-2d::n26,n26,n26,GDL substrate through-plane tortuosity,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
cea-mea-model-europium-2d::e247,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n128,n128,n128,Current modulated hydrogen flow-rate spectroscopy (CH2S),Parameter,https://w3id.org/h2kg/decode/workflow/anchor/current-modulated-hydrogen-flow-rate-spectroscopy-ch2s-method,cea-mea-model-europium-2d::n27,n27,n27,MPL tortuosity,Property,https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
cea-mea-model-europium-2d::e248,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n129,n129,n129,Differential Cell Testing,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/differential-cell-testing-method,cea-mea-model-europium-2d::n47,n47,n47,ECSA,Property,https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicallyActiveSurfaceArea,,h2kg_direct,measurement_property,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::cea-mea-model-europium-2d::e248::f21574297a,derived_projection,rule_curated,classified,Measurement occurrence measures the mapped property.
cea-mea-model-europium-2d::e249,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n129,n129,n129,Differential Cell Testing,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/differential-cell-testing-method,cea-mea-model-europium-2d::n48,n48,n48,CCL effective double-layer capacitance,Property,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-double-layer-capacitance-component,,h2kg_direct,measurement_property,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::cea-mea-model-europium-2d::e249::053205b794,derived_projection,rule_curated,classified,Measurement occurrence measures the mapped property.
cea-mea-model-europium-2d::e250,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n129,n129,n129,Differential Cell Testing,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/differential-cell-testing-method,cea-mea-model-europium-2d::n50,n50,n50,CCL effective proton conductivity,Property,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component,,h2kg_direct,measurement_property,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::cea-mea-model-europium-2d::e250::25131b6761,derived_projection,rule_curated,classified,Measurement occurrence measures the mapped property.
cea-mea-model-europium-2d::e251,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n129,n129,n129,Differential Cell Testing,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/differential-cell-testing-method,cea-mea-model-europium-2d::n41,n41,n41,Membrane H2 diffusivity,Property,https://w3id.org/h2kg/decode/workflow/anchor/membrane-h2-diffusivity-component,,h2kg_direct,measurement_property,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::cea-mea-model-europium-2d::e251::2dda6eb65b,derived_projection,rule_curated,classified,Measurement occurrence measures the mapped property.
cea-mea-model-europium-2d::e252,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n130,n130,n130,Determination of CL saturation by SAXS/SANS,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/determination-of-cl-saturation-by-saxs-sans-method,cea-mea-model-europium-2d::n42,n42,n42,Ionomer water sorption properties,Property,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-water-sorption-properties-component,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
cea-mea-model-europium-2d::e253,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n131,n131,n131,"Single cell test bench: polarization, EIS",Instrument,https://w3id.org/h2kg/decode/workflow/anchor/single-cell-test-bench-polarization-eis-method,cea-mea-model-europium-2d::n47,n47,n47,ECSA,Property,https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicallyActiveSurfaceArea,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
cea-mea-model-europium-2d::e254,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n131,n131,n131,"Single cell test bench: polarization, EIS",Instrument,https://w3id.org/h2kg/decode/workflow/anchor/single-cell-test-bench-polarization-eis-method,cea-mea-model-europium-2d::n48,n48,n48,CCL effective double-layer capacitance,Property,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-double-layer-capacitance-component,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
cea-mea-model-europium-2d::e255,cea-mea-model-europium-2d,source_graphml,cea-mea-model-europium-2d::n131,n131,n131,"Single cell test bench: polarization, EIS",Instrument,https://w3id.org/h2kg/decode/workflow/anchor/single-cell-test-bench-polarization-eis-method,cea-mea-model-europium-2d::n50,n50,n50,CCL effective proton conductivity,Property,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
cl-for-rde::e0,cl-for-rde,source_graphml,cl-for-rde::n0,n0,n0,Catalyst powder,Matter,https://w3id.org/h2kg/hydrogen-ontology#CatalystPowder,cl-for-rde::n9,n9,n9,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e0::c5005ab5ca,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e1,cl-for-rde,source_graphml,cl-for-rde::n1,n1,n1,Ionomer,Matter,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-material,cl-for-rde::n9,n9,n9,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e1::bbb6172a54,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e2,cl-for-rde,source_graphml,cl-for-rde::n2,n2,n2,Solvent,Matter,https://w3id.org/h2kg/decode/workflow/anchor/solvent-material,cl-for-rde::n9,n9,n9,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e2::d2eede9e0b,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e3,cl-for-rde,source_graphml,cl-for-rde::n3,n3,n3,Catalyst ink composition,Matter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-ink-composition-material,cl-for-rde::n9,n9,n9,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e3::798cdee384,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e4,cl-for-rde,source_graphml,cl-for-rde::n4,n4,n4,GDL,Matter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayer,cl-for-rde::n9,n9,n9,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e4::e7b5adfe99,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e5,cl-for-rde,source_graphml,cl-for-rde::n5,n5,n5,Instruments for mixing and deposition,Instrument,https://w3id.org/h2kg/decode/workflow/anchor/instruments-for-mixing-and-deposition-process,cl-for-rde::n9,n9,n9,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_instrument,https://w3id.org/h2kg/hydrogen-ontology#usesInstrument,semantic::cl-for-rde::e5::459c696f70,reversed_from_source,rule_curated,classified,Activity uses the source instrument; H2KG direction is activity to instrument.
cl-for-rde::e6,cl-for-rde,source_graphml,cl-for-rde::n9,n9,n9,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,cl-for-rde::n6,n6,n6,CL on GDL,Matter,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-gdl-component,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::cl-for-rde::e6::a0a244d7b5,same_as_source,rule_curated,classified,Activity produces the target material.
cl-for-rde::e7,cl-for-rde,source_graphml,cl-for-rde::n6,n6,n6,CL on GDL,Matter,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-gdl-component,cl-for-rde::n11,n11,n11,Sheet resistance measurement,Property,https://w3id.org/h2kg/decode/workflow/anchor/sheet-resistance-measurement-method,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
cl-for-rde::e8,cl-for-rde,source_graphml,cl-for-rde::n6,n6,n6,CL on GDL,Matter,https://w3id.org/h2kg/decode/workflow/anchor/cl-on-gdl-component,cl-for-rde::n12,n12,n12,FIB measurements on GDL/MPL and catalyst materials.,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/fib-measurements-on-gdl-mpl-and-catalyst-materials-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e8::5562237074,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e9,cl-for-rde,source_graphml,cl-for-rde::n13,n13,n13,Impregnation by immersion and blade coating,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/impregnation-by-immersion-and-blade-coating-process,cl-for-rde::n4,n4,n4,GDL,Matter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayer,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::cl-for-rde::e9::829e48203e,same_as_source,rule_curated,classified,Activity produces the target material.
cl-for-rde::e10,cl-for-rde,source_graphml,cl-for-rde::n0,n0,n0,Catalyst powder,Matter,https://w3id.org/h2kg/hydrogen-ontology#CatalystPowder,cl-for-rde::n10,n10,n10,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e10::29a531a4b6,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e11,cl-for-rde,source_graphml,cl-for-rde::n1,n1,n1,Ionomer,Matter,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-material,cl-for-rde::n10,n10,n10,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e11::a84a936bf2,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e12,cl-for-rde,source_graphml,cl-for-rde::n2,n2,n2,Solvent,Matter,https://w3id.org/h2kg/decode/workflow/anchor/solvent-material,cl-for-rde::n10,n10,n10,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e12::eace3be755,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
cl-for-rde::e13,cl-for-rde,source_graphml,cl-for-rde::n3,n3,n3,Catalyst ink composition,Matter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-ink-composition-material,cl-for-rde::n10,n10,n10,CL for RDE,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/cl-for-rde-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::cl-for-rde::e13::8ca39e5d32,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
