source_dependency_id,workflow_id,source_kind,source_occurrence_id,source_node_id,source_graphml_id,source_label,source_semantic_role,source_anchor_iri,target_occurrence_id,target_node_id,target_graphml_id,target_label,target_semantic_role,target_anchor_iri,source_description,projection_outcome,projection_pattern,semantic_predicates,semantic_edge_ids,semantic_direction,confidence,review_status,rationale 
rrde-simulation-in-comsol::e9,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n13,n13,n13,RRDE simulation in COMSOL,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-simulation-in-comsol-model,rrde-simulation-in-comsol::n9,n9,n9,RRDE near-electrode (ca. 1mm) pH distribution,Data,https://w3id.org/h2kg/decode/workflow/anchor/rrde-near-electrode-ca-1mm-ph-distribution-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-simulation-in-comsol::e9::a6c2c6f20c,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-simulation-in-comsol::e10,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n13,n13,n13,RRDE simulation in COMSOL,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-simulation-in-comsol-model,rrde-simulation-in-comsol::n10,n10,n10,RRDE average ring pH,Property,https://w3id.org/h2kg/decode/workflow/anchor/rrde-average-ring-ph-device,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::rrde-simulation-in-comsol::e10::469eb56275; semantic::rrde-simulation-in-comsol::e10::7b3eae4c72,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
rrde-simulation-in-comsol::e11,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n13,n13,n13,RRDE simulation in COMSOL,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-simulation-in-comsol-model,rrde-simulation-in-comsol::n11,n11,n11,RRDE average disk pH,Property,https://w3id.org/h2kg/decode/workflow/anchor/rrde-average-disk-ph-device,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::rrde-simulation-in-comsol::e11::eb2d147c40; semantic::rrde-simulation-in-comsol::e11::dc2db04f03,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
rrde-simulation-in-comsol::e12,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n13,n13,n13,RRDE simulation in COMSOL,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-simulation-in-comsol-model,rrde-simulation-in-comsol::n12,n12,n12,RRDE collection efficiency,Property,https://w3id.org/h2kg/decode/workflow/anchor/rrde-collection-efficiency-device,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::rrde-simulation-in-comsol::e12::4823cf7756; semantic::rrde-simulation-in-comsol::e12::6a6b5aa2bd,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
rrde-simulation-in-comsol::e13,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n12,n12,n12,RRDE collection efficiency,Property,https://w3id.org/h2kg/decode/workflow/anchor/rrde-collection-efficiency-device,rrde-simulation-in-comsol::n14,n14,n14,RRDE on model electrodes in acidic solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-acidic-solutions-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::rrde-simulation-in-comsol::e13::f348f4fd2d; semantic::rrde-simulation-in-comsol::e13::6a6b5aa2bd,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
rrde-simulation-in-comsol::e14,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n12,n12,n12,RRDE collection efficiency,Property,https://w3id.org/h2kg/decode/workflow/anchor/rrde-collection-efficiency-device,rrde-simulation-in-comsol::n15,n15,n15,RRDE on model electrodes in acidic solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-acidic-solutions-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::rrde-simulation-in-comsol::e14::054b55f5a7; semantic::rrde-simulation-in-comsol::e14::6a6b5aa2bd,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
rrde-simulation-in-comsol::e15,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n12,n12,n12,RRDE collection efficiency,Property,https://w3id.org/h2kg/decode/workflow/anchor/rrde-collection-efficiency-device,rrde-simulation-in-comsol::n16,n16,n16,RRDE on model electrodes in alkaline solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-alkaline-solutions-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::rrde-simulation-in-comsol::e15::9c98ef99d9; semantic::rrde-simulation-in-comsol::e15::6a6b5aa2bd,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
rrde-simulation-in-comsol::e16,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n12,n12,n12,RRDE collection efficiency,Property,https://w3id.org/h2kg/decode/workflow/anchor/rrde-collection-efficiency-device,rrde-simulation-in-comsol::n17,n17,n17,RRDE on model electrodes in alkaline solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-alkaline-solutions-model,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::rrde-simulation-in-comsol::e16::d4c9580213; semantic::rrde-simulation-in-comsol::e16::6a6b5aa2bd,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
rrde-simulation-in-comsol::e17,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n6,n6,n6,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,rrde-simulation-in-comsol::n18,n18,n18,RRDE Theory,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-theory-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-simulation-in-comsol::e17::cdeb9ecd8a,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
rrde-simulation-in-comsol::e18,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n9,n9,n9,RRDE near-electrode (ca. 1mm) pH distribution,Data,https://w3id.org/h2kg/decode/workflow/anchor/rrde-near-electrode-ca-1mm-ph-distribution-lre,rrde-simulation-in-comsol::n18,n18,n18,RRDE Theory,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-theory-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-simulation-in-comsol::e18::c0a4d70d7a,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
rrde-simulation-in-comsol::e19,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n6,n6,n6,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,rrde-simulation-in-comsol::n19,n19,n19,Diffusion Theory,Property,https://w3id.org/h2kg/decode/workflow/anchor/diffusion-theory-model,,h2kg_reified,data_to_property_value,http://www.w3.org/ns/prov#wasDerivedFrom; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::rrde-simulation-in-comsol::e19::49ad01ab18; semantic::rrde-simulation-in-comsol::e19::128b46017a,reified_projection,rule_curated,classified,Property-valued result is reified as a DataPoint derived from source data.
rrde-simulation-in-comsol::e20,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n8,n8,n8,LRE pH distribution (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-idealized-lre,rrde-simulation-in-comsol::n20,n20,n20,Fitting Version of the Hierachical Model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-version-of-the-hierachical-model-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-simulation-in-comsol::e20::0e46413a2e,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
rrde-simulation-in-comsol::e21,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n6,n6,n6,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,rrde-simulation-in-comsol::n20,n20,n20,Fitting Version of the Hierachical Model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-version-of-the-hierachical-model-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-simulation-in-comsol::e21::26679ef53e,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
rrde-simulation-in-comsol::e22,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n8,n8,n8,LRE pH distribution (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-idealized-lre,rrde-simulation-in-comsol::n21,n21,n21,Fitting Version of the Hierachical Model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-version-of-the-hierachical-model-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-simulation-in-comsol::e22::2b91a42844,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
rrde-simulation-in-comsol::e23,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n6,n6,n6,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,rrde-simulation-in-comsol::n21,n21,n21,Fitting Version of the Hierachical Model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-version-of-the-hierachical-model-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-simulation-in-comsol::e23::aac0a9cbf7,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
rrde-simulation-in-comsol::e24,rrde-simulation-in-comsol,source_graphml,rrde-simulation-in-comsol::n6,n6,n6,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,rrde-simulation-in-comsol::n22,n22,n22,Adsorbate Surface Diffusion on Electrocatalyst Support,Property,https://w3id.org/h2kg/decode/workflow/anchor/adsorbate-surface-diffusion-on-electrocatalyst-support-method,,h2kg_reified,data_to_property_value,http://www.w3.org/ns/prov#wasDerivedFrom; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::rrde-simulation-in-comsol::e24::6b1cbf2f1c; semantic::rrde-simulation-in-comsol::e24::b5476c2b0c,reified_projection,rule_curated,classified,Property-valued result is reified as a DataPoint derived from source data.
rrde-theory::e0,rrde-theory,source_graphml,rrde-theory::n0,n0,n0,Electrolyte composition,Matter,https://w3id.org/h2kg/decode/workflow/anchor/electrolyte-composition,rrde-theory::n7,n7,n7,RRDE Theory,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-theory-model,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::rrde-theory::e0::932cd5eb6f,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
rrde-theory::e1,rrde-theory,source_graphml,rrde-theory::n1,n1,n1,RRDE ring redox couple,Matter,https://w3id.org/h2kg/decode/workflow/anchor/rrde-ring-redox-couple-material,rrde-theory::n7,n7,n7,RRDE Theory,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-theory-model,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::rrde-theory::e1::b690091825,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
rrde-theory::e2,rrde-theory,source_graphml,rrde-theory::n2,n2,n2,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,rrde-theory::n7,n7,n7,RRDE Theory,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-theory-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-theory::e2::9bfab7c53d,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
rrde-theory::e3,rrde-theory,source_graphml,rrde-theory::n3,n3,n3,RRDE near-electrode (ca. 1mm) pH distribution,Data,https://w3id.org/h2kg/decode/workflow/anchor/rrde-near-electrode-ca-1mm-ph-distribution-lre,rrde-theory::n7,n7,n7,RRDE Theory,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-theory-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-theory::e3::83f46239ba,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
rrde-theory::e4,rrde-theory,source_graphml,rrde-theory::n4,n4,n4,RDE rotation rate,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/rde-rotation-rate-component,rrde-theory::n7,n7,n7,RRDE Theory,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-theory-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::rrde-theory::e4::7e75d529e3,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
rrde-theory::e5,rrde-theory,source_graphml,rrde-theory::n5,n5,n5,RDE temperature,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/rde-temperature-component,rrde-theory::n7,n7,n7,RRDE Theory,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-theory-model,,h2kg_direct,activity_parameter,https://w3id.org/h2kg/hydrogen-ontology#hasParameter,semantic::rrde-theory::e5::bdfc62c007,reversed_from_source,rule_curated,classified,Activity uses the source parameter; H2KG direction is activity to parameter.
rrde-theory::e6,rrde-theory,source_graphml,rrde-theory::n7,n7,n7,RRDE Theory,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-theory-model,rrde-theory::n6,n6,n6,LRE pH distribution (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e6::b10546dffc,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e7,rrde-theory,source_graphml,rrde-theory::n8,n8,n8,RDE on mono- or polycrystalline electrodes,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/rde-on-mono-or-polycrystalline-electrodes-method,rrde-theory::n2,n2,n2,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e7::cb5c041185,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e8,rrde-theory,source_graphml,rrde-theory::n9,n9,n9,RDE on mono- or polycrystalline electrodes,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/rde-on-mono-or-polycrystalline-electrodes-method,rrde-theory::n2,n2,n2,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e8::033e4cf59c,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e9,rrde-theory,source_graphml,rrde-theory::n10,n10,n10,RRDE on model electrodes in acidic solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-acidic-solutions-model,rrde-theory::n2,n2,n2,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e9::b910fb33ee,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e10,rrde-theory,source_graphml,rrde-theory::n10,n10,n10,RRDE on model electrodes in acidic solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-acidic-solutions-model,rrde-theory::n3,n3,n3,RRDE near-electrode (ca. 1mm) pH distribution,Data,https://w3id.org/h2kg/decode/workflow/anchor/rrde-near-electrode-ca-1mm-ph-distribution-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e10::3a8d7508dd,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e11,rrde-theory,source_graphml,rrde-theory::n11,n11,n11,RRDE on model electrodes in acidic solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-acidic-solutions-model,rrde-theory::n2,n2,n2,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e11::0f66d3849a,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e12,rrde-theory,source_graphml,rrde-theory::n11,n11,n11,RRDE on model electrodes in acidic solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-acidic-solutions-model,rrde-theory::n3,n3,n3,RRDE near-electrode (ca. 1mm) pH distribution,Data,https://w3id.org/h2kg/decode/workflow/anchor/rrde-near-electrode-ca-1mm-ph-distribution-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e12::f0a4d93b58,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e13,rrde-theory,source_graphml,rrde-theory::n12,n12,n12,RRDE on model electrodes in alkaline solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-alkaline-solutions-model,rrde-theory::n2,n2,n2,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e13::20b88572b2,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e14,rrde-theory,source_graphml,rrde-theory::n12,n12,n12,RRDE on model electrodes in alkaline solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-alkaline-solutions-model,rrde-theory::n3,n3,n3,RRDE near-electrode (ca. 1mm) pH distribution,Data,https://w3id.org/h2kg/decode/workflow/anchor/rrde-near-electrode-ca-1mm-ph-distribution-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e14::caad8e296b,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e15,rrde-theory,source_graphml,rrde-theory::n13,n13,n13,RRDE on model electrodes in alkaline solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-alkaline-solutions-model,rrde-theory::n2,n2,n2,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e15::7a99b72762,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e16,rrde-theory,source_graphml,rrde-theory::n13,n13,n13,RRDE on model electrodes in alkaline solutions,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-on-model-electrodes-in-alkaline-solutions-model,rrde-theory::n3,n3,n3,RRDE near-electrode (ca. 1mm) pH distribution,Data,https://w3id.org/h2kg/decode/workflow/anchor/rrde-near-electrode-ca-1mm-ph-distribution-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e16::574375d57e,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e17,rrde-theory,source_graphml,rrde-theory::n14,n14,n14,RDE simulation in COMSOL,Process,https://w3id.org/h2kg/decode/workflow/anchor/rde-simulation-in-comsol-model,rrde-theory::n2,n2,n2,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e17::2672ab570b,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e18,rrde-theory,source_graphml,rrde-theory::n15,n15,n15,RRDE simulation in COMSOL,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-simulation-in-comsol-model,rrde-theory::n2,n2,n2,RDE electrochemical response (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/rde-electrochemical-response-idealized-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e18::3dad4e782a,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e19,rrde-theory,source_graphml,rrde-theory::n15,n15,n15,RRDE simulation in COMSOL,Process,https://w3id.org/h2kg/decode/workflow/anchor/rrde-simulation-in-comsol-model,rrde-theory::n3,n3,n3,RRDE near-electrode (ca. 1mm) pH distribution,Data,https://w3id.org/h2kg/decode/workflow/anchor/rrde-near-electrode-ca-1mm-ph-distribution-lre,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::rrde-theory::e19::c6bca6404a,same_as_source,rule_curated,classified,Activity produces the target data.
rrde-theory::e20,rrde-theory,source_graphml,rrde-theory::n6,n6,n6,LRE pH distribution (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-idealized-lre,rrde-theory::n16,n16,n16,Fitting Version of the Hierachical Model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-version-of-the-hierachical-model-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-theory::e20::b34e496610,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
rrde-theory::e21,rrde-theory,source_graphml,rrde-theory::n6,n6,n6,LRE pH distribution (idealized),Data,https://w3id.org/h2kg/decode/workflow/anchor/lre-ph-distribution-idealized-lre,rrde-theory::n17,n17,n17,Fitting Version of the Hierachical Model,Process,https://w3id.org/h2kg/decode/workflow/anchor/fitting-version-of-the-hierachical-model-model,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::rrde-theory::e21::ff777e3851,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
sem-and-edx::e0,sem-and-edx,source_graphml,sem-and-edx::n0,n0,n0,GDL,Matter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayer,sem-and-edx::n16,n16,n16,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::sem-and-edx::e0::9a9ec7333f,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
sem-and-edx::e1,sem-and-edx,source_graphml,sem-and-edx::n16,n16,n16,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,sem-and-edx::n1,n1,n1,GDL in plane 2D pixel data containing surface information of element distributions,Data,https://w3id.org/h2kg/decode/workflow/anchor/gdl-in-plane-2d-pixel-data-containing-surface-information-of-element-distributions-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::sem-and-edx::e1::e1e8cd0c94,same_as_source,rule_curated,classified,Activity produces the target data.
sem-and-edx::e2,sem-and-edx,source_graphml,sem-and-edx::n16,n16,n16,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,sem-and-edx::n2,n2,n2,MPL in plane 2D pixel data containing surface information of element distributions,Data,https://w3id.org/h2kg/decode/workflow/anchor/mpl-in-plane-2d-pixel-data-containing-surface-information-of-element-distributions-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::sem-and-edx::e2::29a7734147,same_as_source,rule_curated,classified,Activity produces the target data.
sem-and-edx::e3,sem-and-edx,source_graphml,sem-and-edx::n21,n21,n21,Impregnation by immersion and blade coating,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/impregnation-by-immersion-and-blade-coating-process,sem-and-edx::n0,n0,n0,GDL,Matter,https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionLayer,,h2kg_direct,activity_output_material,https://w3id.org/h2kg/hydrogen-ontology#hasOutputMaterial,semantic::sem-and-edx::e3::f5b8043dc0,same_as_source,rule_curated,classified,Activity produces the target material.
sem-and-edx::e4,sem-and-edx,source_graphml,sem-and-edx::n3,n3,n3,GDL substrate,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-component,sem-and-edx::n17,n17,n17,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,,h2kg_direct,measurement_property_reversed,https://w3id.org/h2kg/hydrogen-ontology#measures,semantic::sem-and-edx::e4::a8140fe350,derived_projection,rule_curated,classified,Source property is a measured outcome; H2KG direction is measurement to property.
sem-and-edx::e5,sem-and-edx,source_graphml,sem-and-edx::n17,n17,n17,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,sem-and-edx::n4,n4,n4,GDL substrate in plane 2D pixel data containing surface information of element distributions,Data,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-2d-pixel-data-containing-surface-information-of-element-distributions-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::sem-and-edx::e5::8b21abafb9,same_as_source,rule_curated,classified,Activity produces the target data.
sem-and-edx::e6,sem-and-edx,source_graphml,sem-and-edx::n5,n5,n5,GDL cross section,Matter,https://w3id.org/h2kg/decode/workflow/anchor/gdl-cross-section-component,sem-and-edx::n18,n18,n18,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,,h2kg_direct,activity_input_material,https://w3id.org/h2kg/hydrogen-ontology#hasInputMaterial,semantic::sem-and-edx::e6::e9a871b08c,reversed_from_source,rule_curated,classified,Activity consumes the source material; H2KG direction is activity to material.
sem-and-edx::e7,sem-and-edx,source_graphml,sem-and-edx::n18,n18,n18,SEM and EDX,Measurement,https://w3id.org/h2kg/decode/workflow/anchor/sem-and-edx-method,sem-and-edx::n6,n6,n6,GDL cross section 2D pixel data containing surface information of element distributions,Data,https://w3id.org/h2kg/decode/workflow/anchor/gdl-cross-section-2d-pixel-data-containing-surface-information-of-element-distributions-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::sem-and-edx::e7::eafbcc1270,same_as_source,rule_curated,classified,Activity produces the target data.
