id,upstream_method_id,downstream_method_id,upstream_workflow_id,downstream_workflow_id,upstream_occurrence_id,downstream_occurrence_id,declarations,reciprocity_state,handoff_labels,handoff_anchor_iris,predicate,publication_status,review_rationale 
manual-dependency-0108-3de7488142,CEA-Exp-mea-assembly-pefc-ref-mea,HTE-Exp-cell-testing,mea-assembly-for-pefc-ref-mea,manual-hte-exp-cell-testing,mea-assembly-for-pefc-ref-mea::n4,manual-hte-exp-cell-testing::method,input_method,grounded_one_sided,MEA,https://w3id.org/h2kg/hydrogen-ontology#MEAAssembly,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0109-eb407731c1,CEA-Exp-roller-mixer-zirconia-beads-ref-pefc-inks,CEA-Exp-blade-coating-decal-transfer-ref-pefc-ccm,roller-mixer-and-zirconia-beads-for-ref-pefc-inks,blade-coating-and-decal-transfer-for-ref-pefc-ccm,roller-mixer-and-zirconia-beads-for-ref-pefc-inks::n7,blade-coating-and-decal-transfer-for-ref-pefc-ccm::n4,input_method; output_method,confirmed_reciprocal,Catalyst ink,https://w3id.org/h2kg/hydrogen-ontology#CatalystInk,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0110-eb7e15bd75,CEA-Exp-roller-mixer-zirconia-beads-ref-pefc-inks,CIEMAT-Exp-electrospray-deposition-catalyst-layers,roller-mixer-and-zirconia-beads-for-ref-pefc-inks,electrospray-deposition-of-catalyst-layers,roller-mixer-and-zirconia-beads-for-ref-pefc-inks::n7,electrospray-deposition-of-catalyst-layers::n11,input_method; output_method,confirmed_reciprocal,Catalyst ink,https://w3id.org/h2kg/hydrogen-ontology#CatalystInk,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0111-7d3e1a2795,CEA-Exp-roller-mixer-zirconia-beads-ref-pefc-inks,FZJ-IET-2-Exp-rheology,roller-mixer-and-zirconia-beads-for-ref-pefc-inks,rheology,roller-mixer-and-zirconia-beads-for-ref-pefc-inks::n7,rheology::n3,input_method; output_method,confirmed_reciprocal,Catalyst ink,https://w3id.org/h2kg/hydrogen-ontology#CatalystInk,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0112-3c6a79c320,CEA-Exp-roller-mixer-zirconia-beads-ref-pefc-inks,turbiscan-transmission-and-backscattering-stability-testing,roller-mixer-and-zirconia-beads-for-ref-pefc-inks,turbiscan-transmission-and-backscattering-stability-testing,roller-mixer-and-zirconia-beads-for-ref-pefc-inks::n7,turbiscan-transmission-and-backscattering-stability-testing::n2,output_method,grounded_one_sided,Catalyst ink,https://w3id.org/h2kg/hydrogen-ontology#CatalystInk,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0113-7c2f1891c3,CEA-Exp-tem-eds-analysis-CL,FZJ-IET-3-Mod-ink-composition,manual-cea-exp-tem-eds-analysis-cl,iet-ink-to-composition-model,manual-cea-exp-tem-eds-analysis-cl::method,iet-ink-to-composition-model::n22,output_method,grounded_one_sided,Catalyst active particle diameter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-diameter-material,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0114-7f5bba3538,CEA-Exp-tem-eds-analysis-CL,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,manual-cea-exp-tem-eds-analysis-cl,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,manual-cea-exp-tem-eds-analysis-cl::method,0d-particle-population-degradation-model-coupled-with-performance-model-prediction::n32,output_method,grounded_one_sided,Catalyst active particle radius distribution,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-material,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0115-60b8645d91,CEA-Exp-tem-eds-analysis-CL,0d-particle-population-degradation-model-prediction,manual-cea-exp-tem-eds-analysis-cl,0d-particle-population-degradation-model-prediction,manual-cea-exp-tem-eds-analysis-cl::method,0d-particle-population-degradation-model-prediction::n9,output_method,grounded_one_sided,Catalyst active particle radius distribution,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-material,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0116-9cf4993d1c,CEA-Exp-tem-eds-analysis-mea,FZJ-IET-3-Mod-ink-composition,tem-and-eds-analysis-of-mea,iet-ink-to-composition-model,tem-and-eds-analysis-of-mea::n4,iet-ink-to-composition-model::n22,input_method; output_method,confirmed_reciprocal,Catalyst active particle diameter,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-diameter-material,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0117-af509bcb67,CEA-Exp-tem-eds-analysis-mea,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,tem-and-eds-analysis-of-mea,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,tem-and-eds-analysis-of-mea::n4,0d-particle-population-degradation-model-coupled-with-performance-model-prediction::n32,output_method,grounded_one_sided,Catalyst active particle radius distribution,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-material,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0118-d562f483aa,CEA-Exp-tem-eds-analysis-mea,0d-particle-population-degradation-model-prediction,tem-and-eds-analysis-of-mea,0d-particle-population-degradation-model-prediction,tem-and-eds-analysis-of-mea::n4,0d-particle-population-degradation-model-prediction::n9,output_method,grounded_one_sided,Catalyst active particle radius distribution,https://w3id.org/h2kg/decode/workflow/anchor/catalyst-active-particle-radius-distribution-material,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0119-62fee51249,CEA-Exp-tem-eds-analysis-mea,molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer,tem-and-eds-analysis-of-mea,molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer,tem-and-eds-analysis-of-mea::n4,molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer::n13,output_method,grounded_one_sided,Ionomer film thickness,https://w3id.org/h2kg/hydrogen-ontology#IonomerFilmThickness,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0120-b4482468ec,CEA-Mod-europium-2d-mea-model,CEA-Mod-europium-model-fitting,cea-mea-model-europium-2d,fitting-of-the-europium-model,cea-mea-model-europium-2d::n72,fitting-of-the-europium-model::n61,input_method; output_method,confirmed_reciprocal,Cell polarization curve; Cell limiting current,https://w3id.org/h2kg/decode/workflow/anchor/cell-limiting-current-device; https://w3id.org/h2kg/decode/workflow/anchor/cell-polarization-curve-device,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0121-10994b43e4,CEA-Mod-europium-2d-mea-model,CIEMAT-Exp-effective-proton-conductivity,cea-mea-model-europium-2d,manual-ciemat-exp-effective-proton-conductivity,cea-mea-model-europium-2d::n72,manual-ciemat-exp-effective-proton-conductivity::method,input_method,grounded_one_sided,Cell EIS,https://w3id.org/h2kg/decode/workflow/anchor/cell-eis-device,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0122-72103a5ac2,CEA-Mod-europium-2d-mea-model,FZJ-IET-3-Mod-performance-model-mea-fitting,cea-mea-model-europium-2d,iet-1d-performance-model-for-mea-fitting,cea-mea-model-europium-2d::n72,iet-1d-performance-model-for-mea-fitting::n13,input_method; output_method,confirmed_reciprocal,Cell polarization curve,https://w3id.org/h2kg/decode/workflow/anchor/cell-polarization-curve-device,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0123-51e0b7d722,CEA-Mod-europium-model-fitting,BOSCH-Mod-mpl-parameter-estimation-gdl-substrate,fitting-of-the-europium-model,mpl-parameter-estimation-from-gdl-and-substrate-data,fitting-of-the-europium-model::n61,mpl-parameter-estimation-from-gdl-and-substrate-data::n20,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane conductivity; GDL substrate through-plane conductivity; GDL substrate in-plane permeability; GDL substrate through-plane permeability; GDL substrate porosity,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0124-ec05f38881,CEA-Mod-europium-model-fitting,CEA-Exp-differential-cell-testing,fitting-of-the-europium-model,differential-cell-testing,fitting-of-the-europium-model::n61,differential-cell-testing::n15,input_method; output_method,confirmed_reciprocal,Membrane thickness,https://w3id.org/h2kg/decode/workflow/anchor/membrane-thickness-component,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0125-b208f87ba7,CEA-Mod-europium-model-fitting,CEA-Mod-europium-2d-mea-model,fitting-of-the-europium-model,cea-mea-model-europium-2d,fitting-of-the-europium-model::n61,cea-mea-model-europium-2d::n72,input_method; output_method,confirmed_reciprocal,GDL substrate in-plane conductivity; GDL substrate through-plane conductivity; MPL conductivity; CCL conductivity; GDL substrate in-plane thermal conductivity; GDL substrate through-plane thermal conductivity; MPL thermal conductivity; CCL thermal conductivity; GDL substrate in-plane permeability; GDL substrate through-plane permeability; MPL permeability; CCL permeability; GDL substrate effective water permeability; MPL effective water permeability; CCL effective water permeability; GDL substrate in-plane tortuosity; GDL substrate through-plane tortuosity; MPL tortuosity; CCL tortuosity; GDL substrate porosity; MPL porosity; CCL porosity; GDL substrate average pore radius; MPL average pore radius; CCL average pore radius; GDL substrate water retention curve; MPL water retention curve; CCL water retention curve; Membrane thickness; Membrane proton conductivity; Membrane thermal conductivity; Membrane H2 diffusivity; Ionomer water sorption properties; Ionomer water diffusivity; Ionomer gas sorption properties; Ionomer gas diffusivities; ECSA; CCL effective double-layer capacitance; CCL ionomer volume fraction (dry); CCL effective proton conductivity; CCL ionomer effective film thickness; CCL ORR effective exchange current density; CCL ORR apparent Tafel slope(s); CCL ORR effective reaction order(s); CCL ORR rate prefactor,https://w3id.org/h2kg/decode/workflow/anchor/ccl-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-double-layer-capacitance-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-water-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-ionomer-effective-film-thickness-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-ionomer-volume-fraction-dry-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-apparent-tafel-slope-s-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-effective-exchange-current-density-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-effective-reaction-order-s-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-rate-prefactor-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-effective-water-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-in-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/ionomer-gas-diffusivities-component; https://w3id.org/h2kg/decode/workflow/anchor/ionomer-gas-sorption-properties-component; https://w3id.org/h2kg/decode/workflow/anchor/ionomer-water-diffusivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ionomer-water-sorption-properties-component; https://w3id.org/h2kg/decode/workflow/anchor/membrane-h2-diffusivity-component; https://w3id.org/h2kg/decode/workflow/anchor/membrane-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/membrane-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/membrane-thickness-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-average-pore-radius-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-effective-water-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-thermal-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-water-retention-curve-component; https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicallyActiveSurfaceArea; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPermeability; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPorosity,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0126-49d8b63745,CEA-Mod-europium-model-fitting,CIEMAT-Exp-current-modulated-hydrogen-flow-rate-spectroscopy,fitting-of-the-europium-model,current-modulated-hydrogen-flow-rate-spectroscopy-ch2s,fitting-of-the-europium-model::n61,current-modulated-hydrogen-flow-rate-spectroscopy-ch2s::n14,input_method; output_method,confirmed_reciprocal,GDL substrate porosity; MPL porosity,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPorosity,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0127-6c7e207682,CEA-Mod-europium-model-fitting,FZJ-IET-3-Mod-diffusivities-tortuosities,fitting-of-the-europium-model,diffusivities-from-tortuosities,fitting-of-the-europium-model::n61,diffusivities-from-tortuosities::n13,input_method; output_method,confirmed_reciprocal,GDL substrate through-plane tortuosity; MPL tortuosity; CCL tortuosity; GDL substrate porosity; MPL porosity; CCL porosity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-through-plane-tortuosity-component; https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component; https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPorosity,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0128-27de610f3f,CEA-Mod-europium-model-fitting,FZJ-IET-3-Mod-performance-model-mea-fitting,fitting-of-the-europium-model,iet-1d-performance-model-for-mea-fitting,fitting-of-the-europium-model::n61,iet-1d-performance-model-for-mea-fitting::n13,input_method,grounded_one_sided,CCL ORR effective exchange current density,https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-effective-exchange-current-density-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0129-6cd3b47481,CEA-Mod-europium-model-fitting,FZJ-IET-3-Mod-performance-model-mea-prediction,fitting-of-the-europium-model,iet-1d-performance-model-for-mea-prediction,fitting-of-the-europium-model::n61,iet-1d-performance-model-for-mea-prediction::n28,input_method,grounded_one_sided,CCL porosity; GDL substrate water retention curve; CCL water retention curve; Membrane thickness; Membrane proton conductivity; CCL effective proton conductivity; CCL ORR effective exchange current density; CCL ORR apparent Tafel slope(s); CCL ORR rate prefactor,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-apparent-tafel-slope-s-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-effective-exchange-current-density-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-rate-prefactor-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/membrane-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/membrane-thickness-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0130-2cd8489757,CEA-Mod-europium-model-fitting,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,fitting-of-the-europium-model,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,fitting-of-the-europium-model::n61,0d-particle-population-degradation-model-coupled-with-performance-model-prediction::n32,output_method,grounded_one_sided,CCL porosity; Membrane thickness; Membrane proton conductivity; CCL ORR effective exchange current density; CCL ORR apparent Tafel slope(s),https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-apparent-tafel-slope-s-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-effective-exchange-current-density-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-porosity-component; https://w3id.org/h2kg/decode/workflow/anchor/membrane-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/membrane-thickness-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0131-ccb96d05c7,CEA-Mod-europium-model-fitting,iet-1d-mea-with-water-transport-eis-model,fitting-of-the-europium-model,iet-1d-mea-with-water-transport-eis-model,fitting-of-the-europium-model::n61,iet-1d-mea-with-water-transport-eis-model::n24,output_method,grounded_one_sided,CCL effective water permeability; GDL substrate water retention curve; CCL water retention curve; CCL effective double-layer capacitance; CCL effective proton conductivity; CCL ORR effective exchange current density; CCL ORR apparent Tafel slope(s),https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-double-layer-capacitance-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-water-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-apparent-tafel-slope-s-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-effective-exchange-current-density-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-water-retention-curve-component; https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-water-retention-curve-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0132-b7b41edc52,CEA-Mod-europium-model-fitting,iet-1d-mea-with-water-transport-in-ccl-eis-model,fitting-of-the-europium-model,iet-1d-mea-with-water-transport-in-ccl-eis-model,fitting-of-the-europium-model::n61,iet-1d-mea-with-water-transport-in-ccl-eis-model::n19,output_method,grounded_one_sided,CCL effective water permeability; CCL water retention curve; CCL effective double-layer capacitance; CCL effective proton conductivity; CCL ORR effective exchange current density; CCL ORR apparent Tafel slope(s),https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-double-layer-capacitance-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-water-permeability-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-apparent-tafel-slope-s-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-orr-effective-exchange-current-density-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-water-retention-curve-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0133-11b5b26410,CEA-Mod-hydrophobic-treatment-gdl-modeling,CEA-Mod-simulation-3d-properties-single-phase,modeling-of-hydrophobic-treatment-of-gdl,simulation-of-single-phase-3d-apparent-properties,modeling-of-hydrophobic-treatment-of-gdl::n6,simulation-of-single-phase-3d-apparent-properties::n18,input_method; output_method,confirmed_reciprocal,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0134-7604e56908,CEA-Mod-hydrophobic-treatment-gdl-modeling,CEA-Mod-simulation-3d-properties-two-phase,modeling-of-hydrophobic-treatment-of-gdl,simulation-of-two-phase-3d-apparent-properties,modeling-of-hydrophobic-treatment-of-gdl::n6,simulation-of-two-phase-3d-apparent-properties::n17,input_method; output_method,confirmed_reciprocal,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0135-fb373791f1,CEA-Mod-hydrophobic-treatment-gdl-modeling,HZB-Mod-image-parameter-extraction-3d-x-ray-tomography,modeling-of-hydrophobic-treatment-of-gdl,image-x-ray-tomography-data-parameter-extraction-3d,modeling-of-hydrophobic-treatment-of-gdl::n6,image-x-ray-tomography-data-parameter-extraction-3d::n17,input_method; output_method,confirmed_reciprocal,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0136-ced8c7add7,CEA-Mod-hydrophobic-treatment-gdl-modeling,HZB-Mod-structural-digital-twins-multi-scale-tomographies,modeling-of-hydrophobic-treatment-of-gdl,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies,modeling-of-hydrophobic-treatment-of-gdl::n6,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies::n8,input_method; output_method,confirmed_reciprocal,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0137-ea4dbfe5a0,CEA-Mod-hydrophobic-treatment-gdl-modeling,PSI-Mod-voxel-3d-diffusivity-simulation,modeling-of-hydrophobic-treatment-of-gdl,voxel-based-3d-effective-diffusivity-simulation,modeling-of-hydrophobic-treatment-of-gdl::n6,voxel-based-3d-effective-diffusivity-simulation::n13,input_method; output_method,confirmed_reciprocal,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0138-21c3eae06f,CEA-Mod-hydrophobic-treatment-gdl-modeling,PSI-Mod-voxel-3d-electric-conductivity-simulation,modeling-of-hydrophobic-treatment-of-gdl,voxel-based-3d-electric-conductiviy-simulation,modeling-of-hydrophobic-treatment-of-gdl::n6,voxel-based-3d-electric-conductiviy-simulation::n9,input_method; output_method,confirmed_reciprocal,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0139-5d363ccd25,CEA-Mod-hydrophobic-treatment-gdl-modeling,PSI-Mod-voxel-3d-permability-simulation,modeling-of-hydrophobic-treatment-of-gdl,voxel-based-3d-permability-simulation,modeling-of-hydrophobic-treatment-of-gdl::n6,voxel-based-3d-permability-simulation::n9,input_method; output_method,confirmed_reciprocal,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0140-90ae75de35,CEA-Mod-hydrophobic-treatment-gdl-modeling,PSI-Mod-voxel-3d-thermal-conductivity-simulation,modeling-of-hydrophobic-treatment-of-gdl,voxel-based-3d-thermal-conductivity-simulation,modeling-of-hydrophobic-treatment-of-gdl::n6,voxel-based-3d-thermal-conductivity-simulation::n9,input_method; output_method,confirmed_reciprocal,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0141-b3bab9f6e9,CEA-Mod-hydrophobic-treatment-gdl-modeling,PSI-Mod-water-retention-simulation,modeling-of-hydrophobic-treatment-of-gdl,water-retention-curve-simulation,modeling-of-hydrophobic-treatment-of-gdl::n6,water-retention-curve-simulation::n16,input_method; output_method,confirmed_reciprocal,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0142-23101046ee,CEA-Mod-hydrophobic-treatment-gdl-modeling,modeling-of-mpl-coating-of-gdl,modeling-of-hydrophobic-treatment-of-gdl,modeling-of-mpl-coating-of-gdl,modeling-of-hydrophobic-treatment-of-gdl::n6,modeling-of-mpl-coating-of-gdl::n4,output_method,grounded_one_sided,GDL substrate 3D voxel data classified,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
