?cls	?def	?xrefs
<http://qudt.org/schema/qudt/QuantityValue>		
<https://w3id.org/h2kg/hydrogen-ontology#Process>		
<https://w3id.org/h2kg/hydrogen-ontology#Data>		
<https://w3id.org/h2kg/hydrogen-ontology#DataPoint>		
<http://www.w3.org/ns/prov#Agent>		
<https://w3id.org/h2kg/hydrogen-ontology#Agent>		
<https://w3id.org/h2kg/hydrogen-ontology#Manufacturing>		
<http://www.w3.org/2004/02/skos/core#Concept>		
<https://w3id.org/h2kg/hydrogen-ontology#Measurement>		
<https://w3id.org/h2kg/hydrogen-ontology#Unit>		
<https://w3id.org/h2kg/hydrogen-ontology#Property>		
<https://w3id.org/h2kg/hydrogen-ontology#Matter>		
<https://w3id.org/emmo/domain/electrochemistry#electrochemistry_7729c34e_1ae9_403d_b933_1765885e7f29>		
<https://w3id.org/h2kg/hydrogen-ontology#Metadata>		
<http://www.w3.org/ns/prov#Activity>		
<http://www.w3.org/ns/prov#Entity>		
<https://w3id.org/h2kg/hydrogen-ontology#NormalizationBasis>		
<https://w3id.org/h2kg/hydrogen-ontology#Instrument>		
<https://w3id.org/h2kg/hydrogen-ontology#Parameter>		
