iri,category,term_type,local,score,reasons
https://w3id.org/h2kg/hydrogen-ontology#DynamicHydrogenElectrode,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ECSAChangePercent,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ECSAChargeConstant,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ECSALossPercent,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#EISModule,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#EffectiveDiffusivity,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectricalConductivity,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectricalEnergyConsumptionPerHydrogenMass,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectricalResistivity,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicalEtching,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicallyActiveSurfaceArea,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicallyActiveSurfaceArea_Geometric,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrodeDiameter,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrodePotentialVsRHE,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrodeSubstrateMaterial,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrodepositionBath,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrodepositionTemperature,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrodepositionTime,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
https://w3id.org/h2kg/hydrogen-ontology#ElectrolyteConcentration,controlled_vocabulary_term,controlled_vocabulary_term,True,0.82,['typed by anchor class or concise labeled individual']
